Hash,Division,Collection,ProductNameDescription,ProductNameDescriptionSecondary,ProductCategory,Colorway,CarryOver,Essential,SKUCode,ColorwaySKU0,ColorwaySKU1,ColorwaySKU2,ColorwaySKU3,ColorwaySKU4,ColorwaySKU5,ColorwaySKU6,Size0,Size1,Size2,Size3,Size4,Size5,Size6,USRetailMSRP,EURetailMSRP,CountryCode,Composition,ProductDescription,ProductFeatures,imageURL,thumbURL
60007-00016,Optical,N/A,SPEEDCRAFT,,Sunglasses,Soft Tact Two Tone - HiPER Silver Mirror Lens,#N/A,FALSE,60007-00016,60007-00016,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","As the eyewear of choice for world champion cyclist Peter Sagan, the Speedcraft is fully loaded with our most advanced technology for the ultimate in sports performance.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Lower air scoops to increase ventilation while reducing moisture on the lens
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Speedcraft SL is the same frame with a shorter lens and nose piece",https://fs.amplifi.io//file?id=c0e1f68a-fcf3-4551-bc72-6f92b299d771,https://fs.amplifi.io//file?id=c0e1f68a-fcf3-4551-bc72-6f92b299d771&variant=thumb&extension=png
60007-00017,Optical,N/A,SPEEDCRAFT,,Sunglasses,Polished Translucent Grey - Purple Multilayer Mirror Lens,#N/A,FALSE,60007-00017,60007-00017,,,,,,,,,,,,,,165,165,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","As the eyewear of choice for world champion cyclist Peter Sagan, the Speedcraft is fully loaded with our most advanced technology for the ultimate in sports performance.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Lower air scoops to increase ventilation while reducing moisture on the lens
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Speedcraft SL is the same frame with a shorter lens and nose piece",https://fs.amplifi.io//file?id=084f154a-ce90-41cb-9b25-31741cbf8f24,https://fs.amplifi.io//file?id=084f154a-ce90-41cb-9b25-31741cbf8f24&variant=thumb&extension=png
60007-00018,Optical,N/A,SPEEDCRAFT,,Sunglasses,Movistar Team White - HiPER Blue Multilayer Mirror Lens,#N/A,FALSE,60007-00018,60007-00018,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","As the eyewear of choice for world champion cyclist Peter Sagan, the Speedcraft is fully loaded with our most advanced technology for the ultimate in sports performance.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Lower air scoops to increase ventilation while reducing moisture on the lens
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Speedcraft SL is the same frame with a shorter lens and nose piece",https://fs.amplifi.io//file?id=89ec2c9e-a4ec-4fd6-950d-7d251d18629b,https://fs.amplifi.io//file?id=89ec2c9e-a4ec-4fd6-950d-7d251d18629b&variant=thumb&extension=png
60007-00019,Optical,N/A,SPEEDCRAFT,,Sunglasses,BWR Black - Soft Gold Mirror Lens,#N/A,FALSE,60007-00019,60007-00019,,,,,,,,,,,,,,165,165,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","As the eyewear of choice for world champion cyclist Peter Sagan, the Speedcraft is fully loaded with our most advanced technology for the ultimate in sports performance.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Lower air scoops to increase ventilation while reducing moisture on the lens
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Speedcraft SL is the same frame with a shorter lens and nose piece",,
60007-00020,Optical,N/A,SPEEDCRAFT,,Sunglasses,Peter Sagan LE Soft Tact Tie Dye - Purple Multilayer Mirror Lens,#N/A,FALSE,60007-00020,60007-00020,,,,,,,,,,,,,,220,220,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","As the eyewear of choice for world champion cyclist Peter Sagan, the Speedcraft is fully loaded with our most advanced technology for the ultimate in sports performance.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Lower air scoops to increase ventilation while reducing moisture on the lens
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Speedcraft SL is the same frame with a shorter lens and nose piece",,
60007-00021,Optical,N/A,SPEEDCRAFT,,Sunglasses,TotalEnergies Team Matte White / Metallic Blue - HiPER Blue Multilayer Mirror Lens,#N/A,FALSE,60007-00021,60007-00021,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","As the eyewear of choice for world champion cyclist Peter Sagan, the Speedcraft is fully loaded with our most advanced technology for the ultimate in sports performance.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Lower air scoops to increase ventilation while reducing moisture on the lens
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Speedcraft SL is the same frame with a shorter lens and nose piece",https://fs.amplifi.io//file?id=eb655587-a894-44d6-9103-07e60c1c2510,https://fs.amplifi.io//file?id=eb655587-a894-44d6-9103-07e60c1c2510&variant=thumb&extension=png
60008-00000,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Soft Tact Grey Camo - HiPER Red Multilayer Mirror Lens,#N/A,FALSE,60008-00000,60008-00000,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=f92b4ae0-e939-481c-99ac-ca5e8c42c167,https://fs.amplifi.io//file?id=f92b4ae0-e939-481c-99ac-ca5e8c42c167&variant=thumb&extension=png
60008-00001,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Matte Metallic Digital Brights - Smoke Lens,#N/A,FALSE,60008-00001,60008-00001,,,,,,,,,,,,,,155,155,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=91a891e4-134e-4184-95fa-e1e104c96c68,https://fs.amplifi.io//file?id=91a891e4-134e-4184-95fa-e1e104c96c68&variant=thumb&extension=png
60008-00002,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Matte White - HiPER Silver Mirror Lens,#N/A,TRUE,60008-00002,60008-00002,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=616aeed6-a940-4c74-86f2-991b8ff0adcc,https://fs.amplifi.io//file?id=616aeed6-a940-4c74-86f2-991b8ff0adcc&variant=thumb&extension=png
60008-00003,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Matte White/Metallic Blue - HiPER Blue Multilayer Mirror Lens,#N/A,TRUE,60008-00003,60008-00003,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=b8b0b47d-1492-4e56-a9d6-73e960f8e2de,https://fs.amplifi.io//file?id=b8b0b47d-1492-4e56-a9d6-73e960f8e2de&variant=thumb&extension=png
60008-00004,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Soft Tact Off White - HiPER Red Multilayer Mirror Lens,#N/A,TRUE,60008-00004,60008-00004,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=333cd539-b607-4927-937e-2fae79c6a101,https://fs.amplifi.io//file?id=333cd539-b607-4927-937e-2fae79c6a101&variant=thumb&extension=png
60008-00005,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Soft Tact Black - HiPER Red Multilayer Mirror Lens,#N/A,TRUE,60008-00005,60008-00005,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=12f12caa-6cbe-43ea-bd0e-a4a54e72880b,https://fs.amplifi.io//file?id=12f12caa-6cbe-43ea-bd0e-a4a54e72880b&variant=thumb&extension=png
60008-00006,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Gloss Black - Photochromic Lens,#N/A,FALSE,60008-00006,60008-00006,,,,,,,,,,,,,,195,195,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=dd30d7bb-a5e5-41d2-8b10-8f150e9141dc,https://fs.amplifi.io//file?id=dd30d7bb-a5e5-41d2-8b10-8f150e9141dc&variant=thumb&extension=png
60008-00007,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Bora Hans Grohe Team Metallic/White - HiPER Red Multilayer Mirror Lens,#N/A,FALSE,60008-00007,60008-00007,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=e0822e18-c5bd-4f2b-a2cd-80aa54e311d6,https://fs.amplifi.io//file?id=e0822e18-c5bd-4f2b-a2cd-80aa54e311d6&variant=thumb&extension=png
60008-00009,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Movistar Team White - HiPER Blue Multilayer Mirror Lens,#N/A,FALSE,60008-00009,60008-00009,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=99e8413e-e108-405c-8a39-0bd8133651d7,https://fs.amplifi.io//file?id=99e8413e-e108-405c-8a39-0bd8133651d7&variant=thumb&extension=png
60008-00010,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Polished Translucent Mint - HiPER Silver Mirror Lens,#N/A,FALSE,60008-00010,60008-00010,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=903dfcc9-eaee-4d40-baf5-50c5ace7d8f7,https://fs.amplifi.io//file?id=903dfcc9-eaee-4d40-baf5-50c5ace7d8f7&variant=thumb&extension=png
60008-00011,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Soft Tact Two Tone - HiPER Silver Mirror Lens,#N/A,FALSE,60008-00011,60008-00011,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=8d0a3406-a487-4964-9754-9a59f7e00419,https://fs.amplifi.io//file?id=8d0a3406-a487-4964-9754-9a59f7e00419&variant=thumb&extension=png
60008-00012,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,TotalEnergies Team Matte White / Metallic Blue - HiPER Blue Multilayer Mirror Lens,#N/A,FALSE,60008-00012,60008-00012,,,,,,,,,,,,,,185,185,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=d0428387-62f8-4e84-8843-0d427eeff571,https://fs.amplifi.io//file?id=d0428387-62f8-4e84-8843-0d427eeff571&variant=thumb&extension=png
60008-00013,Optical,N/A,SPEEDCRAFT SL,,Sunglasses,Polished Translucent Grey - Purple Multilayer Mirror Lens,#N/A,FALSE,60008-00013,60008-00013,,,,,,,,,,,,,,165,165,KR,"57% Nylon 12
5% Nickel Silver
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating",The Speedcraft SL model is designed with a shorter lens profile and more compact nose bridge to fit smaller faces.,"•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•5.5-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•Same frame as Speedcraft with a shorter lens and nose piece
•Compatible with 100% RX insert small
•Comes with a hard case, microfiber cleaning bag, clear replacement lens and extra alternative fit nose pad",https://fs.amplifi.io//file?id=4274c3df-bdb2-4e51-9850-e7713c370857,https://fs.amplifi.io//file?id=4274c3df-bdb2-4e51-9850-e7713c370857&variant=thumb&extension=png
60009-00000,Optical,N/A,SPEEDCRAFT XS,,Sunglasses,Soft Tact Black - Smoke Lens,#N/A,TRUE,60009-00000,60009-00000,,,,,,,,,,,,,,135,135,KR,"62% Nylon 12
30% Polycarbonate (PC)
5% Thermoplastic Elastomer (TPE)
1% Stainless Steel
2% Nickel Electroform w/ Chrome plating","Packed with all the bold-iconic style of Speedcraft®, the small-scale frame Speedcraft® XS is designed for smaller faces, uncompromising women and young athletes that demand the same excellent line of sight and brashness of the OG.","•Designed in California
•Ultra HD lenses manufactured from high-impact resistant and lightweight polycarbonate 
•6-base cylindrical shield lens for increased peripheral view and protection
•360º visibility for unobstructed views and optimal field of vision
•Interchangeable scratch resistant lenses provide 100% UV protection (UV400)
•Hydrophobic and Oleophobic lens treatment repels water, dirt and oil
•Temple arm scoops to manage moisture
•Adjustable temple tips for the perfect fit
•Durable, flexible and lightweight TR90 frame
•Ultra-grip rubber nose and temple tips provide a secure fit no matter how much you sweat
•Also available with contrast-defining HiPER lens and photochromic lens
•15% smaller than Speedcraft SL",https://fs.amplifi.io//file?id=6a874ede-b949-487c-bdde-16dd8ac80488,https://fs.amplifi.io//file?id=6a874ede-b949-487c-bdde-16dd8ac80488&variant=thumb&extension=png
